1.096600592136383057e-01,5.213135480880737305e-02,4.754287749528884888e-02,1.810931861400604248e-01,4.780505597591400146e-02,1.864278316497802734e-01,1.317519508302211761e-02,1.209207326173782349e-01,1.000995412468910217e-01,2.700566872954368591e-02,1.251470893621444702e-01,7.363900542259216309e-02,1.709926277399063110e-01,1.261881887912750244e-01,7.357884943485260010e-02,2.108758091926574707e-01
7.833674550056457520e-01,-1.824110373854637146e-02,-5.176750570535659790e-02,7.334122657775878906e-01,7.462367415428161621e-01,-1.201122533529996872e-02,7.265796065330505371e-01,8.406498432159423828e-01,-2.080931700766086578e-02,-2.430540276691317558e-03,-2.643815241754055023e-02,-4.882368445396423340e-02,7.470728754997253418e-01,-2.655783854424953461e-02,-4.352570325136184692e-02,6.994640231132507324e-01
8.495417833328247070e-01,-2.513098157942295074e-02,-6.097700074315071106e-02,7.944018840789794922e-01,8.237256407737731934e-01,-8.969618938863277435e-03,7.954716086387634277e-01,9.046180248260498047e-01,-2.876590006053447723e-02,-7.571243681013584137e-03,-2.893186174333095551e-02,-5.830202251672744751e-02,7.926706671714782715e-01,-3.485230356454849243e-02,-5.091537907719612122e-02,7.306196093559265137e-01
1.188407897949218750e+00,-1.864611543715000153e-02,-7.826501876115798950e-02,1.116665959358215332e+00,1.148985743522644043e+00,-3.523147851228713989e-02,1.141268372535705566e+00,1.270637154579162598e+00,-2.616242133080959320e-02,3.654783219099044800e-02,-5.029683932662010193e-02,-7.313244044780731201e-02,1.121693253517150879e+00,-3.841065987944602966e-02,-6.741534918546676636e-02,1.049388408660888672e+00
9.964685440063476562e-01,-1.137056201696395874e-02,-6.277605891227722168e-02,9.467633962631225586e-01,9.535693526268005371e-01,-2.760008350014686584e-02,9.429507851600646973e-01,1.073086380958557129e+00,-1.774229481816291809e-02,6.049776822328567505e-02,-4.028546065092086792e-02,-5.756343156099319458e-02,9.607650041580200195e-01,-2.705209888517856598e-02,-5.302974209189414978e-02,9.077666997909545898e-01
6.449638605117797852e-01,-1.585013233125209808e-02,-4.198687151074409485e-02,6.201691627502441406e-01,6.056961417198181152e-01,-2.895696787163615227e-03,5.788189768791198730e-01,6.869466900825500488e-01,-1.770428381860256195e-02,-3.317334456369280815e-03,-1.714929193258285522e-02,-3.937873616814613342e-02,6.206277012825012207e-01,-2.087938040494918823e-02,-3.425787016749382019e-02,5.904267430305480957e-01
8.621640205383300781e-01,-8.823742158710956573e-03,-5.014458298683166504e-02,8.365402221679687500e-01,8.074156045913696289e-01,-2.108972519636154175e-02,7.951728701591491699e-01,9.203323125839233398e-01,-1.310960110276937485e-02,5.308518558740615845e-02,-3.063302673399448395e-02,-4.686427116394042969e-02,8.391331434249877930e-01,-2.024030499160289764e-02,-4.128074645996093750e-02,8.018573522567749023e-01
6.904256343841552734e-01,-1.516297645866870880e-02,-4.370535910129547119e-02,6.650422215461730957e-01,6.505123376846313477e-01,-5.548215936869382858e-03,6.263092160224914551e-01,7.398530840873718262e-01,-1.736431755125522614e-02,-2.458221511915326118e-03,-1.996862143278121948e-02,-4.122775420546531677e-02,6.706739664077758789e-01,-2.104482799768447876e-02,-3.579095005989074707e-02,6.304980516433715820e-01
-1.987298764288425446e-02,1.542294025421142578e-02,1.665058135986328125e-01,-1.600177958607673645e-02,-2.138848043978214264e-02,2.906342148780822754e-01,-2.468474023044109344e-02,-1.654696650803089142e-02,8.177773654460906982e-02,-1.974373357370495796e-03,2.532760500907897949e-01,1.781488656997680664e-01,-1.183684449642896652e-02,1.499657928943634033e-01,1.860710382461547852e-01,-9.767002426087856293e-03
5.312417149543762207e-01,2.611191868782043457e-01,-7.426099386066198349e-03,5.973364114761352539e-01,4.300505220890045166e-01,-2.246891707181930542e-02,4.325874447822570801e-01,5.700672864913940430e-01,2.452717125415802002e-01,2.640238404273986816e-01,-1.568346843123435974e-02,-1.682652509771287441e-03,6.003525853157043457e-01,1.939673423767089844e-01,-3.906514029949903488e-03,6.565130352973937988e-01
