-2.460549818351864815e-03,4.634284973144531250e-01,4.812181293964385986e-01,2.762600779533386230e-03,2.595523744821548462e-02,4.637726545333862305e-01,-8.622190915048122406e-03,-6.464149337261915207e-03,4.991058111190795898e-01,2.801201939582824707e-01,3.333178162574768066e-01,6.236293315887451172e-01,-1.624164055101573467e-03,5.304955840110778809e-01,6.204409003257751465e-01,5.121000111103057861e-02
-5.240537598729133606e-02,1.901786446571350098e+00,9.483754634857177734e-01,3.544406294822692871e-01,-1.056705340743064880e-01,-2.375074289739131927e-02,-1.190606728196144104e-01,3.059909343719482422e-01,1.903965115547180176e+00,1.650163650512695312e+00,3.794164955615997314e-02,1.570450305938720703e+00,5.878894329071044922e-01,1.877908468246459961e+00,1.640652656555175781e+00,8.177520632743835449e-01
-1.920455880463123322e-02,3.574732542037963867e-01,5.903482437133789062e-01,-2.251392416656017303e-02,1.483239978551864624e-02,7.082132101058959961e-01,-1.541660912334918976e-02,-2.888968028128147125e-02,4.020488262176513672e-01,1.085715442895889282e-01,5.282049775123596191e-01,6.425153017044067383e-01,-2.349333837628364563e-02,4.553954601287841797e-01,6.037882566452026367e-01,-1.812054216861724854e-02
-5.441765859723091125e-02,1.888853073120117188e+00,9.838031530380249023e-01,2.921821773052215576e-01,-1.008289009332656860e-01,-1.221722643822431564e-02,-1.183708906173706055e-01,2.219175547361373901e-01,1.897796392440795898e+00,1.615450382232666016e+00,9.840070456266403198e-02,1.604697227478027344e+00,5.188817977905273438e-01,1.874253034591674805e+00,1.660449981689453125e+00,7.452403306961059570e-01
7.072485089302062988e-01,6.556540131568908691e-01,-8.327431045472621918e-03,8.889582753181457520e-01,1.970025002956390381e-01,-5.777755379676818848e-02,2.662838995456695557e-01,7.901378870010375977e-01,6.456916928291320801e-01,7.671007513999938965e-01,-5.218813940882682800e-02,3.855369687080383301e-01,8.356333374977111816e-01,6.269303560256958008e-01,5.319458246231079102e-01,8.492930531501770020e-01
9.520332217216491699e-01,3.343959450721740723e-01,-2.772662602365016937e-02,9.154657125473022461e-01,5.230312943458557129e-01,-5.228075012564659119e-02,6.182909607887268066e-01,7.934842109680175781e-01,3.291205167770385742e-01,4.965749382972717285e-01,-5.720017105340957642e-02,1.355045139789581299e-01,7.556705474853515625e-01,3.161411583423614502e-01,2.838592827320098877e-01,7.363274693489074707e-01
8.532087802886962891e-01,6.374031305313110352e-01,-1.784645579755306244e-02,1.017345905303955078e+00,2.880313992500305176e-01,-6.736541539430618286e-02,3.798724710941314697e-01,9.063642621040344238e-01,6.388204097747802734e-01,8.018618822097778320e-01,-6.277345865964889526e-02,3.369918167591094971e-01,9.362601637840270996e-01,6.062117218971252441e-01,5.037776231765747070e-01,9.511377215385437012e-01
2.640636563301086426e-01,2.523936033248901367e-01,1.723573803901672363e-01,2.585609555244445801e-01,1.687997728586196899e-01,8.455887436866760254e-02,1.347108036279678345e-01,1.937094181776046753e-01,2.683035135269165039e-01,2.167745381593704224e-01,3.185060620307922363e-02,3.299538493156433105e-01,2.256241440773010254e-01,3.065767288208007812e-01,3.771952390670776367e-01,2.208144366741180420e-01
7.375457286834716797e-01,4.548843502998352051e-01,-1.403316855430603027e-02,8.273884654045104980e-01,2.883049547672271729e-01,-5.074293538928031921e-02,3.844979405403137207e-01,7.404567003250122070e-01,4.436966776847839355e-01,5.719400644302368164e-01,-4.716819524765014648e-02,2.439833283424377441e-01,7.555238604545593262e-01,4.354849159717559814e-01,3.848235607147216797e-01,7.560161352157592773e-01
1.175964325666427612e-01,8.337711691856384277e-01,3.783876299858093262e-01,3.939204812049865723e-01,-1.639566384255886078e-02,-7.878742180764675140e-03,-2.223381213843822479e-02,3.020910024642944336e-01,8.514684438705444336e-01,7.554715275764465332e-01,-4.478567745536565781e-03,7.510443925857543945e-01,4.265455901622772217e-01,8.537554740905761719e-01,8.133791685104370117e-01,5.025112032890319824e-01
