9.548821300268173218e-02,1.148145273327827454e-01,5.619398355484008789e-01,1.510615944862365723e-01,3.677196800708770752e-02,1.635416597127914429e-02,9.024597406387329102e-01,-6.640154751949012280e-04,5.635383725166320801e-02,1.040422469377517700e-01,1.318204849958419800e-01,2.035424560308456421e-01,1.727146059274673462e-01,1.105805188417434692e-01,1.758071929216384888e-01,-6.959236692637205124e-03,4.295254498720169067e-02,6.368293762207031250e-01,9.167059659957885742e-01,3.159580528736114502e-01,4.401435852050781250e-01,4.778918027877807617e-01,6.261192262172698975e-03,2.115731388330459595e-01,-1.515349373221397400e-03,3.239605128765106201e-01,1.421118974685668945e-01,-9.015384705435280921e-08,8.057733625173568726e-02,2.121610939502716064e-01,7.326543927192687988e-01,-2.995982940774410963e-04,2.371955662965774536e-01,4.053466022014617920e-02,3.921464085578918457e-02,-4.550057929009199142e-03,2.051737606525421143e-01,9.481883049011230469e-02,-1.069826656021177769e-03,5.815574526786804199e-02,5.940833687782287598e-01,9.723364114761352539e-01,-1.660329522565007210e-03,4.978755861520767212e-02,3.500572443008422852e-01,2.064234316349029541e-01,-2.392322523519396782e-03,2.711717486381530762e-01,5.839967131614685059e-01,-1.431712880730628967e-03,8.487609028816223145e-02,9.868177175521850586e-01,9.214059710502624512e-01,2.214086204767227173e-01,-3.107045311480760574e-03,6.075270175933837891e-01,1.111883074045181274e-01,7.339932024478912354e-02,2.998888492584228516e-01,-3.721153829246759415e-03,2.415457367897033691e-01,1.343803703784942627e-01,1.678884923458099365e-01,9.791331887245178223e-01
9.151380658149719238e-01,-2.754086256027221680e-02,1.118581056594848633e+00,8.970894217491149902e-01,-2.144693583250045776e-02,-2.312283776700496674e-02,8.824361562728881836e-01,-4.194167628884315491e-02,8.421241641044616699e-01,6.023863330483436584e-02,-4.624679218977689743e-03,9.505169987678527832e-01,8.692240715026855469e-01,-9.691411629319190979e-03,8.489452004432678223e-01,5.835007429122924805e-01,2.311671972274780273e-01,1.140145063400268555e+00,2.436387538909912109e-01,1.089540004730224609e+00,1.114537954330444336e+00,1.162569046020507812e+00,6.940417289733886719e-01,1.063357591629028320e+00,6.964265108108520508e-01,1.069303274154663086e+00,2.511666342616081238e-02,-8.990331679115115548e-08,-4.432847723364830017e-02,9.874430298805236816e-01,-8.014494553208351135e-03,6.394885182380676270e-01,8.242328763008117676e-01,7.248313426971435547e-01,8.988062739372253418e-01,6.830244660377502441e-01,-2.821240574121475220e-03,-2.555085718631744385e-02,-2.520715072751045227e-02,3.423889875411987305e-01,1.075087428092956543e+00,3.674704134464263916e-01,5.636175870895385742e-01,-2.453843317925930023e-02,1.052484273910522461e+00,9.215313196182250977e-01,6.943981051445007324e-01,1.017076492309570312e+00,-3.281592577695846558e-02,7.848296165466308594e-01,-9.822628460824489594e-03,8.098411560058593750e-01,8.675993680953979492e-01,9.883464574813842773e-01,3.702304959297180176e-01,1.038900017738342285e+00,-4.748815670609474182e-02,-1.838441751897335052e-02,1.092689037322998047e+00,6.244181990623474121e-01,-4.512039886321872473e-04,-1.764195971190929413e-02,-4.821434558834880590e-04,3.101724982261657715e-01
1.725206896662712097e-02,8.726814389228820801e-02,6.009874343872070312e-01,1.225978359580039978e-01,-1.583292032591998577e-03,-4.044491332024335861e-03,1.030870199203491211e+00,-5.540611222386360168e-03,-4.448640625923871994e-03,4.992330446839332581e-02,9.037400782108306885e-02,1.841245591640472412e-01,1.460536718368530273e-01,6.168683618307113647e-02,1.586459428071975708e-01,-1.991494558751583099e-02,-4.627031274139881134e-03,6.941529512405395508e-01,1.089638590812683105e+00,2.977147102355957031e-01,4.537870287895202637e-01,4.871743321418762207e-01,-1.256594993174076080e-02,1.792032420635223389e-01,-1.292630750685930252e-02,3.108893036842346191e-01,9.605421870946884155e-02,-9.052219951399820275e-08,8.673932403326034546e-02,1.869047433137893677e-01,8.982502222061157227e-01,-1.021238975226879120e-02,2.322828173637390137e-01,-4.085475113242864609e-03,-5.989477038383483887e-03,-1.789082214236259460e-02,2.104743421077728271e-01,6.000589206814765930e-02,-6.335832178592681885e-03,-2.759214257821440697e-03,6.397583484649658203e-01,1.164860725402832031e+00,-1.174265053123235703e-02,1.340807974338531494e-02,3.335090577602386475e-01,1.925672441720962524e-01,-1.543160434812307358e-02,2.243202775716781616e-01,7.401993274688720703e-01,-1.330523379147052765e-02,3.997465223073959351e-02,1.140482068061828613e+00,1.050623774528503418e+00,2.035796195268630981e-01,-1.433117873966693878e-02,6.575057506561279297e-01,1.085967421531677246e-01,3.195237368345260620e-02,2.846986353397369385e-01,-1.644876599311828613e-02,2.578899860382080078e-01,1.065448373556137085e-01,1.502125710248947144e-01,1.167392969131469727e+00
8.943443894386291504e-01,-2.202141471207141876e-02,1.194559931755065918e+00,8.824667930603027344e-01,-1.872682198882102966e-02,-2.077410928905010223e-02,1.048700690269470215e+00,-3.944632411003112793e-02,8.089696764945983887e-01,8.966264128684997559e-02,-1.552209287183359265e-04,9.447445273399353027e-01,8.562524318695068359e-01,-5.837408360093832016e-03,8.389564156532287598e-01,5.294710397720336914e-01,2.287921607494354248e-01,1.226185917854309082e+00,4.495582878589630127e-01,1.106590390205383301e+00,1.158437252044677734e+00,1.219358682632446289e+00,6.570554375648498535e-01,1.058421373367309570e+00,6.597400307655334473e-01,1.091755628585815430e+00,6.761691719293594360e-02,-8.985483646029024385e-08,-3.824712336063385010e-02,9.830894470214843750e-01,9.312012791633605957e-02,6.031643748283386230e-01,8.272147178649902344e-01,6.933122873306274414e-01,8.627588152885437012e-01,6.302618980407714844e-01,4.469989240169525146e-02,-2.117862738668918610e-02,-2.331309765577316284e-02,3.412966132164001465e-01,1.154151201248168945e+00,5.839660167694091797e-01,5.274716019630432129e-01,-2.104262448847293854e-02,1.088551282882690430e+00,9.178188443183898926e-01,6.480376720428466797e-01,1.030211091041564941e+00,-1.929182186722755432e-02,7.418083548545837402e-01,-6.408742163330316544e-03,1.005511999130249023e+00,1.039699435234069824e+00,9.822459220886230469e-01,3.409577906131744385e-01,1.116427898406982422e+00,-4.078498110175132751e-02,-1.475575007498264313e-02,1.100067973136901855e+00,5.790013670921325684e-01,7.771299034357070923e-02,-1.224045362323522568e-02,5.197791382670402527e-02,5.360126495361328125e-01
4.757888317108154297e-01,2.118652909994125366e-01,3.483093678951263428e-01,2.651722431182861328e-01,2.576643228530883789e-01,2.527792155742645264e-01,2.273002713918685913e-01,1.689388304948806763e-01,4.655796289443969727e-01,3.426843881607055664e-01,3.242553472518920898e-01,1.372873038053512573e-01,2.242300212383270264e-01,2.751996517181396484e-01,1.542865335941314697e-01,5.485140085220336914e-01,4.427691698074340820e-01,3.224795460700988770e-01,2.519623935222625732e-02,3.108631074428558350e-01,2.974700331687927246e-01,3.504238426685333252e-01,6.102443933486938477e-01,2.996169924736022949e-01,5.287249088287353516e-01,3.190961480140686035e-01,3.368991315364837646e-01,-8.870660650472927955e-08,6.862545758485794067e-02,2.661495208740234375e-01,-8.101102896034717560e-03,4.969526529312133789e-01,2.172788083553314209e-01,4.458845555782318115e-01,5.001230239868164062e-01,5.890468955039978027e-01,2.100847065448760986e-01,1.945880502462387085e-01,2.157250791788101196e-01,4.632671177387237549e-01,2.977080345153808594e-01,4.283580183982849121e-02,4.904205203056335449e-01,2.096131443977355957e-01,3.974832594394683838e-01,1.134822219610214233e-01,5.686240792274475098e-01,4.525373280048370361e-01,-7.567408960312604904e-03,5.757325291633605957e-01,2.921087443828582764e-01,1.838741153478622437e-01,2.261272817850112915e-01,1.716376841068267822e-01,4.915519058704376221e-01,2.890032827854156494e-01,5.545480176806449890e-02,2.586200535297393799e-01,2.992497384548187256e-01,5.619790554046630859e-01,1.911590099334716797e-01,2.329034805297851562e-01,2.622295916080474854e-01,4.511795192956924438e-02
3.735061287879943848e-01,5.499781370162963867e-01,1.293539106845855713e-01,1.053998693823814392e-01,5.907379984855651855e-01,5.876131653785705566e-01,6.082836538553237915e-02,5.415171384811401367e-01,4.047133922576904297e-01,5.816869735717773438e-01,6.218278408050537109e-01,-8.796193636953830719e-03,6.140577420592308044e-02,5.547941327095031738e-01,-5.605499725788831711e-03,6.117334365844726562e-01,6.516788005828857422e-01,9.077382087707519531e-02,1.775518059730529785e-02,1.206113100051879883e-01,8.378148823976516724e-02,1.284902095794677734e-01,6.483668088912963867e-01,9.847706556320190430e-02,5.233132839202880859e-01,1.333923935890197754e-01,5.951825976371765137e-01,-8.809887219740630826e-08,3.819065392017364502e-01,6.711738556623458862e-02,-5.244019906967878342e-03,4.783134162425994873e-01,6.562259793281555176e-02,3.710054457187652588e-01,4.067181348800659180e-01,6.312263607978820801e-01,4.354664683341979980e-01,4.839571118354797363e-01,5.440857410430908203e-01,6.084998250007629395e-01,9.055182337760925293e-02,-4.774332046508789062e-05,5.164060592651367188e-01,5.110822916030883789e-01,2.397200763225555420e-01,-1.052790880203247070e-02,5.834534764289855957e-01,3.080678880214691162e-01,5.034583806991577148e-02,5.559277534484863281e-01,5.927524566650390625e-01,3.454291820526123047e-02,6.811393797397613525e-02,-4.362323321402072906e-03,6.432207226753234863e-01,8.159288018941879272e-02,3.975050449371337891e-01,5.625342130661010742e-01,6.680759042501449585e-02,6.016146540641784668e-01,3.972872793674468994e-01,5.257098078727722168e-01,4.763284325599670410e-01,2.059999108314514160e-02
5.306148529052734375e-01,3.211143612861633301e-01,3.250026404857635498e-01,2.768036127090454102e-01,3.781698048114776611e-01,3.751938045024871826e-01,1.682267636060714722e-01,2.918740510940551758e-01,5.381370782852172852e-01,4.502826631069183350e-01,4.388629198074340820e-01,1.306634545326232910e-01,2.312330901622772217e-01,3.857342600822448730e-01,1.393867135047912598e-01,6.572964191436767578e-01,5.636956691741943359e-01,2.860420942306518555e-01,-3.930452745407819748e-03,3.223604559898376465e-01,2.898145914077758789e-01,3.455545306205749512e-01,7.234485149383544922e-01,3.132580220699310303e-01,6.217927932739257812e-01,3.303614258766174316e-01,4.458711147308349609e-01,-8.821648833645667764e-08,1.458777189254760742e-01,2.718861103057861328e-01,-1.533854939043521881e-02,5.707108974456787109e-01,2.137602567672729492e-01,4.998928904533386230e-01,5.668559670448303223e-01,7.012737393379211426e-01,2.845308780670166016e-01,2.953931987285614014e-01,3.320134282112121582e-01,5.699109435081481934e-01,2.751806378364562988e-01,-3.708884119987487793e-03,5.760800838470458984e-01,3.147432208061218262e-01,4.178957641124725342e-01,1.089074909687042236e-01,6.736015677452087402e-01,4.934994280338287354e-01,-1.390312053263187408e-02,6.677138805389404297e-01,4.039640724658966064e-01,1.172741875052452087e-01,1.702298820018768311e-01,1.677723526954650879e-01,6.102504730224609375e-01,2.587677240371704102e-01,1.479519307613372803e-01,3.656737506389617920e-01,2.921169400215148926e-01,6.674867868423461914e-01,2.560965418815612793e-01,3.362117409706115723e-01,3.451941311359405518e-01,-2.509115729480981827e-03
1.371763795614242554e-01,1.748813539743423462e-01,2.651017308235168457e-01,7.461962103843688965e-02,1.619182527065277100e-01,1.491380780935287476e-01,3.994226455688476562e-01,1.220185011625289917e-01,1.061739176511764526e-01,1.932134777307510376e-01,2.170230001211166382e-01,-1.161701860837638378e-03,5.695648863911628723e-02,1.702372282743453979e-01,1.847539655864238739e-02,1.513239741325378418e-01,1.941565573215484619e-01,2.915801405906677246e-01,3.978631496429443359e-01,1.236286237835884094e-01,1.753431558609008789e-01,1.982022672891616821e-01,1.809128224849700928e-01,7.184550166130065918e-02,1.337035596370697021e-01,1.366435140371322632e-01,2.092306315898895264e-01,-8.965299969077022979e-08,1.244766488671302795e-01,7.125965505838394165e-02,3.251916766166687012e-01,1.523860394954681396e-01,1.047616899013519287e-01,1.316313594579696655e-01,1.187952905893325806e-01,1.658398211002349854e-01,1.916536986827850342e-01,1.480627059936523438e-01,1.237728074193000793e-01,1.941037774085998535e-01,2.609480619430541992e-01,4.293981492519378662e-01,1.538535952568054199e-01,1.460514366626739502e-01,1.876705288887023926e-01,-1.660258858464658260e-03,1.487096399068832397e-01,1.830286234617233276e-01,3.499793708324432373e-01,1.553487926721572876e-01,1.880014836788177490e-01,4.240962862968444824e-01,4.041360616683959961e-01,2.381657809019088745e-02,1.677884906530380249e-01,2.729706168174743652e-01,1.147844940423965454e-01,1.747291088104248047e-01,1.178736388683319092e-01,1.563205122947692871e-01,1.946523636579513550e-01,1.756868362426757812e-01,1.908291280269622803e-01,4.274415969848632812e-01
3.674162626266479492e-01,2.337512820959091187e-01,2.073601782321929932e-01,1.678717732429504395e-01,2.795958518981933594e-01,2.778510451316833496e-01,1.020195484161376953e-01,2.144668549299240112e-01,3.676331639289855957e-01,3.302205502986907959e-01,3.234363794326782227e-01,1.997326686978340149e-02,1.267717182636260986e-01,2.770555913448333740e-01,5.181719362735748291e-02,4.919386506080627441e-01,4.189309477806091309e-01,1.836674958467483521e-01,-3.229752182960510254e-03,1.786635816097259521e-01,1.616211086511611938e-01,1.994568854570388794e-01,5.291638970375061035e-01,1.742276847362518311e-01,4.447779357433319092e-01,1.886249929666519165e-01,3.250383734703063965e-01,-8.893046299363049911e-08,1.146894171833992004e-01,1.489390730857849121e-01,-9.265881963074207306e-03,4.280553162097930908e-01,1.268574297428131104e-01,3.648406565189361572e-01,3.941517472267150879e-01,5.178819894790649414e-01,1.974299848079681396e-01,2.141579538583755493e-01,2.439561486244201660e-01,4.225582480430603027e-01,1.646586507558822632e-01,-2.812573453411459923e-03,4.313301146030426025e-01,2.316445410251617432e-01,2.663496732711791992e-01,-9.940005838871002197e-05,4.897561371326446533e-01,3.301568329334259033e-01,-3.216966986656188965e-03,4.896439015865325928e-01,2.991837263107299805e-01,6.133271008729934692e-02,1.007306277751922607e-01,5.406911298632621765e-02,4.565452039241790771e-01,1.619470864534378052e-01,9.443198144435882568e-02,2.758648097515106201e-01,1.718334853649139404e-01,4.935696423053741455e-01,1.744358390569686890e-01,2.408213913440704346e-01,2.492525577545166016e-01,-2.605493413284420967e-03
3.945684731006622314e-01,1.503185033798217773e-01,5.774355530738830566e-01,3.286736607551574707e-01,1.407569646835327148e-01,1.239004880189895630e-01,6.462863683700561523e-01,4.559350758790969849e-02,3.402004241943359375e-01,2.398658394813537598e-01,2.442194968461990356e-01,2.637020349502563477e-01,2.979850471019744873e-01,1.810070872306823730e-01,2.522734403610229492e-01,3.010302186012268066e-01,2.711918652057647705e-01,6.028267741203308105e-01,4.781259596347808838e-01,4.340347945690155029e-01,4.926917552947998047e-01,5.328254699707031250e-01,3.669254183769226074e-01,3.805030286312103271e-01,3.294066488742828369e-01,4.453125000000000000e-01,2.520912289619445801e-01,-8.957798769415603601e-08,5.725371837615966797e-02,3.515339791774749756e-01,2.993431389331817627e-01,3.126166760921478271e-01,3.287447690963745117e-01,3.177812099456787109e-01,3.684073388576507568e-01,3.419636487960815430e-01,2.398515343666076660e-01,1.080574691295623779e-01,9.695272147655487061e-02,2.997437715530395508e-01,5.546646714210510254e-01,5.484846234321594238e-01,3.004586696624755859e-01,1.184715628623962402e-01,4.915304481983184814e-01,2.528916299343109131e-01,3.317041397094726562e-01,4.632926583290100098e-01,2.283033579587936401e-01,3.695929944515228271e-01,1.998765170574188232e-01,6.582502126693725586e-01,6.487019062042236328e-01,3.044899702072143555e-01,2.729846537113189697e-01,5.448738336563110352e-01,3.846516087651252747e-02,1.609297692775726318e-01,4.150623083114624023e-01,3.210766017436981201e-01,2.510225176811218262e-01,1.740027517080307007e-01,2.308587431907653809e-01,5.350608229637145996e-01
