2.737171053886413574e-01,5.792523622512817383e-01,-1.652375422418117523e-02,8.081620931625366211e-01,-5.732096731662750244e-03,3.680953979492187500e-01,-8.683745749294757843e-03,4.810117185115814209e-03,4.561992585659027100e-01,1.085176914930343628e-01,7.092425823211669922e-01,1.419433951377868652e-01,2.985761761665344238e-01,1.193640083074569702e-01,7.419487237930297852e-01,2.625632584095001221e-01,-1.605241186916828156e-02,-5.564231425523757935e-03,1.994412541389465332e-01,5.636476278305053711e-01,1.349638998508453369e-01,9.783650189638137817e-02,-1.499563455581665039e-02,4.830139577388763428e-01,6.401199847459793091e-03,8.046264052391052246e-01,1.020720601081848145e-01,-6.679698359221220016e-03,6.615405082702636719e-01,-1.710183359682559967e-02,6.674056053161621094e-01,5.567724108695983887e-01
-1.893658749759197235e-02,1.307129561901092529e-01,1.055509895086288452e-01,2.177434265613555908e-01,-1.686461456120014191e-02,-1.890550926327705383e-02,-1.277874410152435303e-02,-3.846812620759010315e-02,-1.066021528095006943e-02,-2.078937832266092300e-03,3.161770701408386230e-01,-3.793383482843637466e-03,4.569956362247467041e-01,-2.783230319619178772e-02,3.105354309082031250e-01,4.502251446247100830e-01,-3.044108487665653229e-02,-3.813332319259643555e-02,-3.148143738508224487e-02,-2.038296777755022049e-03,-1.397498231381177902e-02,-4.297033010516315699e-04,-2.532659564167261124e-03,4.559870064258575439e-01,-1.616258360445499420e-02,2.314149439334869385e-01,1.594783067703247070e-01,3.551717847585678101e-02,4.642735123634338379e-01,-2.974015288054943085e-02,1.825187951326370239e-01,-6.236981716938316822e-04
2.387791872024536133e-01,-1.294929441064596176e-02,3.880615234375000000e-01,1.540210545063018799e-01,2.070328891277313232e-01,5.489442348480224609e-01,1.917478293180465698e-01,3.825766146183013916e-01,4.825104773044586182e-01,-2.755225403234362602e-03,2.337329983711242676e-01,5.416300892829895020e-02,-5.775691196322441101e-02,7.337381839752197266e-01,1.802113056182861328e-01,-5.839372426271438599e-02,4.486183524131774902e-01,5.759505629539489746e-01,7.735961675643920898e-01,1.639359295368194580e-01,5.679113864898681641e-01,-1.237889402545988560e-03,3.687861859798431396e-01,-4.605313763022422791e-02,2.035297155380249023e-01,1.332711279392242432e-01,-6.391044240444898605e-03,4.153489470481872559e-01,-2.299436554312705994e-02,3.978213965892791748e-01,2.309332638978958130e-01,1.345777064561843872e-01
-3.134826943278312683e-02,2.933618724346160889e-01,-8.570819161832332611e-03,2.439192533493041992e-01,-2.481013350188732147e-02,-4.884449765086174011e-02,-2.047374658286571503e-02,-6.572844833135604858e-02,-3.402844071388244629e-02,6.017878279089927673e-02,3.526709079742431641e-01,-8.189760264940559864e-04,9.799950122833251953e-01,-6.969447433948516846e-02,3.710155487060546875e-01,9.591715335845947266e-01,-6.847827881574630737e-02,-7.741760462522506714e-02,-7.609915733337402344e-02,-1.153124403208494186e-02,-4.457605257630348206e-02,7.052163779735565186e-02,-2.564239501953125000e-02,9.168182611465454102e-01,-2.462069131433963776e-02,2.757501900196075439e-01,3.228865861892700195e-01,-1.714571192860603333e-02,8.162001967430114746e-01,-6.345316022634506226e-02,1.535516083240509033e-01,-5.216742400079965591e-03
2.832227647304534912e-01,5.879205465316772461e-01,-1.595815084874629974e-02,7.821109890937805176e-01,-4.220388364046812057e-03,3.734457790851593018e-01,-7.736019790172576904e-03,2.326140552759170532e-02,4.659502804279327393e-01,1.262195706367492676e-01,6.688005924224853516e-01,1.607673466205596924e-01,2.585614919662475586e-01,1.372753232717514038e-01,7.018418312072753906e-01,2.251828312873840332e-01,-1.205732952803373337e-02,-3.409717930480837822e-03,2.157248258590698242e-01,5.725321173667907715e-01,1.452814936637878418e-01,1.179975718259811401e-01,-1.380619127303361893e-02,4.432470798492431641e-01,2.483732998371124268e-02,7.747918963432312012e-01,1.072289049625396729e-01,-6.781873758882284164e-03,6.123101115226745605e-01,-1.348926313221454620e-02,6.369763612747192383e-01,5.671038627624511719e-01
2.181855589151382446e-01,5.348166823387145996e-01,-2.471983060240745544e-02,1.376611292362213135e-01,4.631647467613220215e-01,-1.021106448024511337e-02,3.558328449726104736e-01,-2.505120588466525078e-03,4.567872732877731323e-02,6.718401908874511719e-01,8.706253021955490112e-02,6.455796360969543457e-01,5.756102800369262695e-01,-2.780030667781829834e-02,1.018828153610229492e-01,5.070495009422302246e-01,-4.631766304373741150e-02,-2.765104174613952637e-02,-2.672511897981166840e-02,1.798149347305297852e-01,-2.173912338912487030e-02,6.864085197448730469e-01,-2.690881490707397461e-02,3.632113635540008545e-01,5.327918529510498047e-01,1.526333093643188477e-01,6.920560002326965332e-01,-2.249323204159736633e-02,2.943601608276367188e-01,-3.444903716444969177e-02,7.869794219732284546e-02,2.598350644111633301e-01
1.665497869253158569e-01,-1.600023172795772552e-02,3.965853452682495117e-01,2.876172959804534912e-01,5.171470344066619873e-03,5.414825677871704102e-01,2.692751027643680573e-02,2.639761865139007568e-01,4.684438705444335938e-01,-1.856010220944881439e-02,3.799288868904113770e-01,-1.021738257259130478e-02,-5.360540375113487244e-02,6.858114600181579590e-01,3.269501924514770508e-01,-5.393766984343528748e-02,4.746514558792114258e-01,5.022198557853698730e-01,7.213466763496398926e-01,2.221579551696777344e-01,5.862432718276977539e-01,-1.669117249548435211e-02,3.943148255348205566e-01,-3.720646351575851440e-02,9.902209043502807617e-03,2.601668238639831543e-01,-2.220946364104747772e-02,4.347304701805114746e-01,-1.078878995031118393e-02,3.925513923168182373e-01,3.316998481750488281e-01,1.548740714788436890e-01
-1.094254571944475174e-02,-4.531494155526161194e-02,6.724808216094970703e-01,-1.889814995229244232e-02,1.986212730407714844e-01,1.355141848325729370e-01,2.185395658016204834e-01,8.903420716524124146e-02,8.705232292413711548e-02,-9.645699523389339447e-03,-7.805244531482458115e-03,-7.520274259150028229e-03,-5.778660997748374939e-02,3.660641014575958252e-01,-1.357753109186887741e-02,-5.690670013427734375e-02,3.519167900085449219e-01,3.050276339054107666e-01,3.712388873100280762e-01,-2.125845290720462799e-02,3.041969239711761475e-01,-9.695610962808132172e-03,5.228035449981689453e-01,-5.600759014487266541e-02,1.462263464927673340e-01,-2.071194350719451904e-02,1.752178370952606201e-02,5.436340570449829102e-01,-4.278100281953811646e-02,3.053532540798187256e-01,-4.234217107295989990e-03,-2.768214978277683258e-02
-1.822613179683685303e-03,1.874572038650512695e-01,2.477371096611022949e-01,4.329937398433685303e-01,1.168236136436462402e-03,1.337201893329620361e-01,-3.466676862444728613e-04,-1.070777326822280884e-02,2.146098166704177856e-01,-2.126114908605813980e-03,3.191871047019958496e-01,-3.355508437380194664e-03,-4.298040177673101425e-03,1.989930309355258942e-02,3.466533720493316650e-01,-4.667683970183134079e-03,-4.597407765686511993e-03,-8.536878041923046112e-03,9.341993182897567749e-02,1.790025085210800171e-01,1.527316309511661530e-02,-6.345485337078571320e-03,1.171239614486694336e-01,1.487485170364379883e-01,-1.663742936216294765e-03,4.225458204746246338e-01,1.155772656202316284e-01,1.705195307731628418e-01,2.718102335929870605e-01,-8.790651336312294006e-03,3.902652263641357422e-01,1.447560638189315796e-01
-1.780667901039123535e-02,-1.116912113502621651e-03,2.686860561370849609e-01,2.071796357631683350e-01,-1.982153020799160004e-02,-2.824630355462431908e-03,-1.508392393589019775e-02,-2.433927357196807861e-02,1.306048035621643066e-02,-1.618902757763862610e-02,2.738074958324432373e-01,-1.708543859422206879e-02,8.094817399978637695e-02,-2.642622217535972595e-03,2.585859298706054688e-01,9.251201152801513672e-02,-2.647165441885590553e-03,-1.531812455505132675e-02,-4.033795092254877090e-03,-1.615114859305322170e-03,2.931333892047405243e-02,-1.623677089810371399e-02,1.459969133138656616e-01,1.786198318004608154e-01,-2.162223123013973236e-02,1.997313201427459717e-01,-1.564317964948713779e-03,1.882970035076141357e-01,2.451355308294296265e-01,-7.383429445326328278e-03,1.850871890783309937e-01,-2.622950822114944458e-03
-9.948615916073322296e-03,-5.870623514056205750e-02,6.867097020149230957e-01,-8.976181969046592712e-03,3.042489290237426758e-03,2.940797209739685059e-01,6.938612461090087891e-02,1.152290776371955872e-01,1.628372669219970703e-01,-3.083836100995540619e-02,1.710101962089538574e-01,-2.381280623376369476e-02,-5.939475446939468384e-02,5.720638632774353027e-01,7.875887304544448853e-02,-6.002368405461311340e-02,4.564415216445922852e-01,4.344411194324493408e-01,5.565845370292663574e-01,-1.717138290405273438e-02,5.308781862258911133e-01,-2.843608520925045013e-02,5.799109339714050293e-01,-5.665729194879531860e-02,-3.766104578971862793e-03,-1.009224727749824524e-02,-2.244680747389793396e-02,6.351568698883056641e-01,-3.424575924873352051e-02,3.803484737873077393e-01,8.824311196804046631e-02,-2.684820257127285004e-02
